organism_name	taxid	bioproject_accession	bioproject_id	group	subgroup	size_mb	gc	assembly_accession	replicons	wgs	scaffolds	genes	proteins	release_date	modify_date	status	center	biosample_accession
Oryza sativa Indica Group	39946	PRJNA285384	285384	Plants	Land Plants	352.121	43.4619	GCA_001305255.1	chromosome 1:CP012609.1; chromosome 2:CP012610.1; chromosome 3:CP012611.1; chromosome 4:CP012612.1; chromosome 5:CP012613.1; chromosome 6:CP012614.1; chromosome 7:CP012615.1; chromosome 8:CP012616.1; chromosome 9:CP012617.1; chromosome 10:CP012618.1; chromosome 11:CP012619.1; chromosome 12:CP012620.1	NA	12	NA	NA	2015-10-01	2015-10-01	Chromosome	OSMANIA UNIVERSITY	SAMN03751782
Zea mays subsp. mays	381124	PRJNA311133	311133	Plants	Land Plants	2133.88	46.7493	GCA_001644905.2	chromosome 1:CM004348.2; chromosome 2:CM004349.2; chromosome 3:CM004350.2; chromosome 4:CM004351.2; chromosome 5:CM004352.2; chromosome 6:CM004353.2; chromosome 7:CM004354.2; chromosome 8:CM004355.2; chromosome 9:CM004356.2; chromosome 10:CM004357.2	LWRW02	191	NA	NA	2016-05-11	2017-09-08	Chromosome	W22 Sequencing Consortium	SAMN04479043
Triticum aestivum	4565	PRJNA401266	401266	Plants	Land Plants	240.199	44.6	GCA_002780475.1	NA	NTGG01	127921	NA	NA	2017-11-16	2017-11-16	Contig	The Sainsbury Laboratory	SAMN07601748
Solanum lycopersicum	4081	PRJEB6302	253380	Plants	Land Plants	760.067	34.7605	GCA_900008105.1	chromosome ch01:HG975513.1; chromosome ch02:HG975514.1; chromosome ch03:HG975515.1; chromosome ch04:HG975516.1; chromosome ch05:HG975517.1; chromosome ch06:HG975518.1; chromosome ch07:HG975519.1; chromosome ch08:HG975520.1; chromosome ch09:HG975521.1; chromosome ch10:HG975522.1; chromosome ch11:HG975523.1; chromosome ch12:HG975524.1; chloroplast cp:HG975525.1	NA	13	NA	NA	2014-06-25	2015-03-07	Chromosome	RWTH Aachen	SAMEA3283147
Hordeum vulgare subsp. vulgare	112509	PRJEB86	179052	Plants	Land Plants	1868.64	44.3	GCA_000326085.1	NA	CAJW01	2670738	NA	NA	2012-10-29	2015-02-01	Scaffold	IPK-Gatersleben	SAMEA2272000
Glycine max	3847	PRJNA407817	407817	Plants	Land Plants	990.714	35.4089	GCA_002905335.1	chromosome 1:CM009346.1; chromosome 2:CM009347.1; chromosome 3:CM009348.1; chromosome 4:CM009349.1; chromosome 5:CM009350.1; chromosome 6:CM009351.1; chromosome 7:CM009352.1; chromosome 8:CM009353.1; chromosome 9:CM009354.1; chromosome 10:CM009355.1; chromosome 11:CM009356.1; chromosome 12:CM009357.1; chromosome 13:CM009358.1; chromosome 14:CM009359.1; chromosome 15:CM009360.1; chromosome 16:CM009361.1; chromosome 17:CM009362.1; chromosome 18:CM009363.1; chromosome 19:CM009364.1; chromosome 20:CM009365.1	PELE01	203	NA	NA	2018-01-29	2018-01-30	Chromosome	Glycine max cv Lee and Glycine soja PI 483463 sequencing consortium	SAMN07664768
Medicago truncatula	3880	PRJNA368719	368719	Plants	Land Plants	402.065	32.8	GCA_002024945.1	NA	MWMB01	909	NA	NA	2017-03-13	2017-03-13	Scaffold	National Center for Genome Resources	SAMN04571790
Arabidopsis thaliana	3702	PRJNA311266	311266	Plants	Land Plants	118.891	35.8882	GCA_001651475.1	chromosome 1:CM004359.1; chromosome 2:CM004360.1; chromosome 3:CM004361.1; chromosome 4:CM004362.1; chromosome 5:CM004363.1	LUHQ01	30	27158	30837	2016-05-25	2016-05-27	Chromosome	Center for genomic Regulation	SAMN04457953
Glycine max	3847	PRJDB2966	288781	Plants	Land Plants	927.706	34.6	GCA_001269945.2	NA	BBNX02	108601	NA	NA	2015-07-03	2015-07-18	Contig	National Institute of Agrobiological Sciences	SAMD00018961
Arabidopsis thaliana	3702	PRJNA30811	30811	Plants	Land Plants	96.5002	36.7	GCA_000222325.1	NA	AFNA01	2143	NA	NA	2011-07-18	2014-08-11	Scaffold	1001genomes	SAMN02981334
Medicago truncatula	3880	PRJNA256006	256006	Plants	Land Plants	427.447	32.5	GCA_002251925.1	NA	MLKM01	2368	NA	NA	2017-08-15	2017-08-15	Scaffold	National Center for Genome Resources	SAMN02401465
Solanum lycopersicum	4081	PRJNA41343	41343	Plants	Land Plants	540.589	34.5	GCA_000181095.1	NA	BABP01	100783	NA	NA	2009-11-06	2015-09-25	Scaffold	Kazusa DNA Research Institute	SAMD00036540
Hordeum vulgare subsp. vulgare	112509	PRJEB88	179053	Plants	Land Plants	1779.49	44.9	GCA_000326125.1	NA	CAJX01	2077901	NA	NA	2012-10-29	2015-02-01	Scaffold	IPK-Gatersleben	SAMEA2272683
Triticum aestivum	4565	PRJNA401266	401266	Plants	Land Plants	609.488	43.7	GCA_002780545.1	NA	NTGH01	523543	NA	NA	2017-11-16	2017-11-16	Contig	The Sainsbury Laboratory	SAMN07601749
Zea mays subsp. mays	381124	PRJNA360920	360920	Plants	Land Plants	2455.26	46.8254	GCA_001984235.2	chromosome 1:CM007694.1; chromosome 2:CM007695.1; chromosome 3:CM007696.1; chromosome 4:CM007697.1; chromosome 5:CM007698.1; chromosome 6:CM007699.1; chromosome 7:CM007700.1; chromosome 8:CM007701.1; chromosome 9:CM007702.1; chromosome 10:CM007703.1	MTTA01	60567	NA	NA	2017-02-03	2017-02-09	Chromosome	Technical University of Munich	SAMN06216638
Oryza sativa Indica Group	39946	PRJNA318714	318714	Plants	Land Plants	390.984	43.611	GCA_002151415.1	chromosome 1:CP018157.1; chromosome 2:CP018158.1; chromosome 3:CP018159.1; chromosome 4:CP018160.1; chromosome 5:CP018161.1; chromosome 6:CP018162.1; chromosome 7:CP018163.1; chromosome 8:CP018164.1; chromosome 9:CP018165.1; chromosome 10:CP018166.1; chromosome 11:CP018167.1; chromosome 12:CP018168.1; chloroplast Pltd:CP018170.1; mitochondrion MT:CP018169.1	NA	14	NA	NA	2017-05-04	2017-05-04	Chromosome	Institute of Genetics and Developmental Biology Chinese Academy of Sciences	SAMN04866660
Sorghum bicolor	4558	PRJNA74553	74553	Plants	Land Plants	0.021299	52	GCA_000236745.2	NA	AHAP01	35	35	35	2011-12-02	2014-08-11	Contig	BGI	SAMN02981390
Lactuca sativa	4236	PRJEB21679	401633	Plants	Land Plants	1975.25	NA	GCA_900198505.1	NA	FZNH01	138326	NA	NA	2017-09-07	2017-09-07	Scaffold	CEBITEC	SAMEA104153304
Prunus persica	3760	PRJNA54015	54015	Plants	Land Plants	211.308	37.2	GCA_000218195.1	NA	AEKW01	35219	NA	NA	2011-06-01	2013-11-01	Scaffold	UC Davis Genome Center Bioinformatics Core	SAMN00115268
Nicotiana tabacum	4097	PRJNA208211	208211	Plants	Land Plants	3735.82	39	GCA_000715095.1	NA	AWOK01	643545	NA	NA	2014-05-29	2015-04-28	Scaffold	Philip Morris International R&D	SAMN02316629
Manihot esculenta	3983	PRJNA236442	236442	Plants	Land Plants	292.098	34.5	GCA_000737115.1	NA	JPQF01	65771	NA	NA	2014-07-31	2014-08-01	Scaffold	The Cassava Genome Consortium	SAMN02592734
Oryza rufipogon	4529	PRJNA243646	243646	Plants	Land Plants	12.7409	42.6	GCA_000700045.1	chromosome 3:CM002797.1	JNHC01	1	NA	NA	2014-06-10	2014-06-11	Chromosome	University of Arizona	SAMN02721168
Hevea brasiliensis	3981	PRJDB4387	328344	Plants	Land Plants	1550.51	33.4	GCA_001907995.1	NA	MKXE01	189320	NA	NA	2016-12-12	2016-12-12	Scaffold	RIKEN	SAMD00043965
Vigna radiata	157791	PRJNA32351	32351	Plants	Land Plants	10.1012	34.9	GCA_000180895.1	NA	BABL01	46645	NA	NA	2009-11-30	2015-09-17	Contig	Genome Institute, National Center for Genetic Engineering and Biotechnology	SAMD00036538
Brachypodium distachyon	15368	PRJNA377287	377287	Plants	Land Plants	218.015	45.5	GCA_002892295.1	NA	MXQA01	65964	NA	NA	2018-01-18	2018-01-18	Contig	The Sainsbury Laboratory	SAMN06459228
Cucumis sativus	3659	PRJNA296786	296786	Plants	Land Plants	342.654	NA	GCA_001483825.2	NA	LKUO02	8035	NA	NA	2015-12-31	2017-05-19	Contig	PCC Genomics - Polish Consortium of Cucumber Genome Sequencing	SAMN04103735
Elaeis guineensis	51953	PRJNA217845	217845	Plants	Land Plants	134.97	38.2	GCA_002146295.1	NA	AXCU01	186862	NA	NA	2017-05-17	2017-05-17	Contig	MyOPGP	SAMN03103722
Oryza barthii	65489	PRJNA414073	414073	Plants	Land Plants	294.191	42	GCA_002926235.1	NA	PQXQ01	52511	NA	NA	2018-02-13	2018-02-13	Scaffold	IRD	SAMN07776350
Cicer arietinum	3827	PRJNA418058	418058	Plants	Land Plants	644.322	NA	GCA_002896005.1	NA	PGTT01	14602	NA	NA	2018-01-23	2018-01-23	Contig	Cook Lab - University of California at Davis	SAMN08014107
Gossypium barbadense	3634	PRJNA251673	251673	Plants	Land Plants	1394.24	35.6	GCA_002928715.1	NA	LAGA01	9269	40359	40359	2018-02-13	2018-02-13	Scaffold	Gossypium barbadense cv. Xinhai21 genome sequencing consortium and Esquel Group	SAMN02800869
Capsicum annuum var. glabriusculum	165789	PRJNA193661	193661	Plants	Land Plants	2768.13	35.7441	GCA_000950795.1	chromosome 12:CM003190.1; chromosome 1:CM003179.1; chromosome 2:CM003180.1; chromosome 3:CM003181.1; chromosome 4:CM003182.1; chromosome 5:CM003183.1; chromosome 6:CM003184.1; chromosome 7:CM003185.1; chromosome 8:CM003186.1; chromosome 9:CM003187.1; chromosome 10:CM003188.1; chromosome 11:CM003189.1	ASJV01	16998	NA	NA	2014-06-25	2015-03-16	Chromosome	BGI	SAMN01906552
Aegilops tauschii subsp. strangulata	200361	PRJNA341983	341983	Plants	Land Plants	4224.92	46.4976	GCA_002575655.1	chromosome 1D:CM008368.1; chromosome 2D:CM008369.1; chromosome 3D:CM008370.1; chromosome 4D:CM008371.1; chromosome 5D:CM008372.1; chromosome 6D:CM008373.1; chromosome 7D:CM008374.1	NWVB01	109583	NA	NA	2017-10-17	2017-10-18	Chromosome	Johns Hopkins University	SAMN05426520
Lupinus angustifolius	3871	PRJNA179231	179231	Plants	Land Plants	523.298	34.5	GCA_000338175.1	NA	AOCW01	71995	NA	NA	2013-02-06	2014-08-11	Scaffold	Department of Agriculture and Food, WA government, Australia	SAMN02981495
Vigna angularis var. angularis	157739	PRJNA210126	210126	Plants	Land Plants	291.824	33.1	GCA_000465365.1	NA	AUGG01	14501	NA	NA	2013-09-06	2014-08-11	Scaffold	Seoul National University	SAMN02981549
Picea glauca	3330	PRJNA83435	83435	Plants	Land Plants	258.272	37.9	GCA_001687225.1	NA	LDPM01	222034	NA	NA	2016-07-18	2016-07-18	Contig	The SMarTForests Project	SAMN01120252
Sesamum indicum	4182	PRJNA315784	315784	Plants	Land Plants	210.758	35.1	GCA_001692995.1	NA	MBSK01	5868	NA	NA	2016-07-24	2016-07-24	Scaffold	Henan academy of agricultural sciences	SAMN04574066
Cannabis sativa subsp. indica	1302822	PRJNA297710	297710	Plants	Land Plants	595.358	34.6	GCA_001510005.1	NA	LKUA01	311039	NA	NA	2016-01-11	2016-01-11	Contig	Courtage Life Sciences	SAMN04145444
Chenopodium quinoa	63459	PRJNA394587	394587	Plants	Land Plants	1336.74	37	GCA_002732095.1	chloroplast Pltd:CM008430.1	NSDK01	3185	NA	NA	2017-10-18	2017-11-06	Scaffold	Shanghai Center for Plant Stress Biology	SAMN07354884
Catharanthus roseus	4058	PRJEB7256	295448	Plants	Land Plants	0.114931	31.3	GCA_001292565.1	NA	CCXA01	32	NA	NA	2015-09-11	2015-09-11	Contig	TSL	SAMEA2766080
Raphanus sativus	3726	PRJDB1517	251823	Plants	Land Plants	402.328	38.3	GCA_000715565.1	NA	BAUK01	76592	NA	NA	2014-06-05	2015-10-21	Scaffold	Kazusa DNA Research Institute	SAMD00008820
Ensete ventricosum	4639	PRJNA342253	342253	Plants	Land Plants	444.842	39.2	GCA_001884845.1	NA	MKKT01	51525	NA	NA	2016-11-21	2016-11-21	Scaffold	University of Exeter	SAMN05751581
Arabis alpina	50452	PRJEB4433	243333	Plants	Land Plants	171.788	36.3	GCA_000612745.1	NA	CBTM01	37680	NA	NA	2014-04-01	2015-01-30	Contig	LECA	SAMEA3138974
Solanum pennellii	28526	PRJEB5228	236991	Plants	Land Plants	720.458	34	GCA_000820945.1	NA	CCXL01	57205	NA	NA	2014-09-23	2014-09-23	Contig	PRI	SAMEA2735474
Dioscorea rotundata	55577	PRJDB3383	396170	Plants	Land Plants	683.283	35.2	GCA_002260645.1	NA	BDMK01	641416	NA	NA	2017-07-28	2017-07-28	Scaffold	Iwate Biotechnology Research Center	SAMD00039983
Solanum americanum	109975	PRJEB21469	395331	Plants	Land Plants	7.6066	36.9	GCA_900188885.1	NA	FYHD01	1085	NA	NA	2017-07-21	2017-07-21	Contig	Earlham Institute	SAMEA50404918
Solanum americanum	109975	PRJEB21467	395333	Plants	Land Plants	8.308	36.8	GCA_900198685.1	NA	FZPQ01	1460	NA	NA	2017-07-21	2017-07-21	Contig	Earlham Institute	SAMEA50404918
Dioscorea rotundata	55577	PRJDB3383	396170	Plants	Land Plants	730.21	36	GCA_002260665.1	NA	BDML01	615107	NA	NA	2017-07-28	2017-07-28	Scaffold	Iwate Biotechnology Research Center	SAMD00039984
Ensete ventricosum	4639	PRJNA341828	341828	Plants	Land Plants	429.48	NA	GCA_001884805.1	NA	MKKS01	60129	NA	NA	2016-11-21	2016-11-21	Contig	University of Exeter	SAMN05729394
Raphanus sativus	3726	PRJDB707	286281	Plants	Land Plants	383.105	39.6	GCA_001047155.1	NA	BAOO01	40123	NA	NA	2015-06-09	2015-07-01	Scaffold	Tokyo University of Agriculture	SAMD00011068
Cannabis sativa	3483	PRJNA378470	378470	Plants	Land Plants	512.174	33.6	GCA_002090435.1	NA	MXBD01	18355	NA	NA	2017-04-13	2017-04-13	Contig	Steep Hill Genetics / U. Colorado Cannabis Genomic Research Initiative	SAMN06546749
Aegilops tauschii	37682	PRJNA316988	316988	Plants	Land Plants	247.197	46.5	GCA_002105435.1	chromosome 3D:CM007856.1	LYXL01	1	NA	NA	2017-04-14	2017-04-24	Chromosome	China Agricultural University	SAMN04622930
Capsicum annuum	4072	PRJNA376668	376668	Plants	Land Plants	3212.12	35.2504	GCA_002878395.2	chromosome 1:CM009386.1; chromosome 2:CM009387.1; chromosome 3:CM009388.1; chromosome 4:CM009389.1; chromosome 5:CM009390.1; chromosome 6:CM009391.1; chromosome 7:CM009392.1; chromosome 8:CM009393.1; chromosome 9:CM009394.1; chromosome 10:CM009395.1; chromosome 11:CM009396.1; chromosome 12:CM009397.1	NPHV01	81378	NA	NA	2017-12-19	2018-01-30	Chromosome	University of California, Davis	SAMN06445824
Brachypodium distachyon	15368	PRJNA377287	377287	Plants	Land Plants	218.676	45.5	GCA_002892335.1	NA	MXPZ01	60421	NA	NA	2018-01-18	2018-01-18	Contig	The Sainsbury Laboratory	SAMN06459227
Hevea brasiliensis	3981	PRJDB4987	361917	Plants	Land Plants	1256.27	34.1	GCA_002003025.1	NA	BDHL01	592579	NA	NA	2017-01-14	2017-01-14	Scaffold	Genome Technology Research Unit, Genome Technology Research Unit, national center for genetic engineering and biotechnology	SAMD00056062
Nicotiana tabacum	4097	PRJNA376174	376174	Plants	Land Plants	4646.65	33.5	GCA_002210045.1	NA	NCAA01	937112	NA	NA	2017-06-28	2017-06-28	Scaffold	British American Tobacco	SAMN06352036
Prunus persica	3760	PRJNA54013	54013	Plants	Land Plants	207.185	37.5	GCA_000218215.1	NA	AEKV01	43890	NA	NA	2011-06-01	2013-11-01	Scaffold	UC Davis Genome Center Bioinformatics Core	SAMN00115267
Lactuca sativa	4236	PRJEB21679	401633	Plants	Land Plants	2224.43	NA	GCA_900243165.1	NA	OFAD01	161898	NA	NA	2017-12-20	2017-12-20	Scaffold	CEBITEC	SAMEA104432170
Beta vulgaris subsp. vulgaris	3555	PRJNA176558	176558	Plants	Land Plants	426.675	35.9	GCA_000397105.1	NA	ARYA01	260142	NA	NA	2013-05-13	2014-08-04	Scaffold	NWISRL-ARS-USDA	SAMN02262047
Sorghum bicolor	4558	PRJNA74553	74553	Plants	Land Plants	0.015475	48.9	GCA_000236765.2	NA	AHAO01	16	16	16	2011-12-02	2014-08-11	Contig	BGI	SAMN02981389
Zea mays subsp. mays	381124	PRJNA360923	360923	Plants	Land Plants	2392.8	46.8241	GCA_001990705.1	chromosome 1:CM007704.1; chromosome 2:CM007705.1; chromosome 3:CM007706.1; chromosome 4:CM007707.1; chromosome 5:CM007708.1; chromosome 6:CM007709.1; chromosome 7:CM007710.1; chromosome 8:CM007711.1; chromosome 9:CM007712.1; chromosome 10:CM007713.1	MTTB01	62610	NA	NA	2017-02-03	2017-02-09	Chromosome	Technical University of Munich	SAMN06216672
Triticum aestivum	4565	PRJNA401266	401266	Plants	Land Plants	564.3	43.5	GCA_002780565.1	NA	NTGI01	565551	NA	NA	2017-11-16	2017-11-16	Contig	The Sainsbury Laboratory	SAMN07601750
Hordeum vulgare subsp. vulgare	112509	PRJNA30763	30763	Plants	Land Plants	1645.58	44	GCA_001077415.1	NA	CBLZ01	2280908	NA	NA	2014-01-02	2015-02-01	Scaffold	International Barley Genome Sequencing Consortium (IBSC)	SAMEA3146287
Oryza sativa Indica Group	39946	PRJNA361	361	Plants	Land Plants	426.337	43.7299	GCA_000004655.2	chromosome 1:CM000126.1; chromosome 2:CM000127.1; chromosome 3:CM000128.1; chromosome 4:CM000129.1; chromosome 5:CM000130.1; chromosome 6:CM000131.1; chromosome 7:CM000132.1; chromosome 8:CM000133.1; chromosome 9:CM000134.1; chromosome 10:CM000135.2; chromosome 11:CM000136.1; chromosome 12:CM000137.1	AAAA02	10627	39285	37358	2002-04-04	2014-08-06	Chromosome	Beijing Institute of Genomics, Chinese Academy of Sciences	SAMN02953581
Solanum lycopersicum	4081	PRJNA67471	67471	Plants	Land Plants	0.575198	43.5	GCA_000325825.1	mitochondrion:AFYB00000000.1	AFYB01	195	NA	NA	2012-02-24	2014-08-11	Scaffold	Mitochondrial Genome	SAMN02981358
Medicago truncatula	3880	PRJNA256006	256006	Plants	Land Plants	394.059	31.6	GCA_002251935.1	NA	MKZU01	1490	NA	NA	2017-08-15	2017-08-15	Scaffold	National Center for Genome Resources	SAMN04571790
Arabidopsis thaliana	3702	PRJNA30811	30811	Plants	Land Plants	98.0662	36.6	GCA_000222345.1	NA	AFNB01	1740	NA	NA	2011-07-18	2014-08-11	Scaffold	1001genomes	SAMN02981335
Arabidopsis thaliana	3702	PRJNA30811	30811	Plants	Land Plants	96.2565	36.6	GCA_000222365.1	NA	AFMZ01	1261	NA	NA	2011-07-18	2014-08-11	Scaffold	1001genomes	SAMN02981333
Medicago truncatula	3880	PRJNA256006	256006	Plants	Land Plants	426.024	31.1	GCA_002251955.1	NA	MNAG01	2700	NA	NA	2017-08-15	2017-08-15	Scaffold	National Center for Genome Resources	SAMN04595061
Triticum aestivum	4565	PRJEB7074	264508	Plants	Land Plants	9134.02	40.5	GCA_900000045.1	NA	CCYC01	6870110	NA	NA	2014-11-01	2014-11-01	Scaffold	IPK-Gatersleben	SAMEA2724807
Zea mays subsp. mays	381124	PRJNA389728	389728	Plants	Land Plants	2155.82	46.6177	GCA_002237485.1	chromosome 1:CM008142.1; chromosome 2:CM008143.1; chromosome 3:CM008144.1; chromosome 4:CM008145.1; chromosome 5:CM008146.1; chromosome 6:CM008147.1; chromosome 7:CM008148.1; chromosome 8:CM008149.1; chromosome 9:CM008150.1; chromosome 10:CM008151.1	NKIA01	43301	NA	NA	2017-07-28	2017-07-31	Chromosome	Ethy Cannon	SAMN07206248
Oryza sativa Japonica Group	39947	PRJNA13141	13141	Plants	Land Plants	382.778	42.6517	GCA_000005425.2	chromosome 1:AP008207.2; chromosome 2:AP008208.2; chromosome 3:AP008209.2; chromosome 4:AP008210.2; chromosome 5:AP008211.2; chromosome 6:AP008212.2; chromosome 7:AP008213.2; chromosome 8:AP008214.2; chromosome 9:AP008215.2; chromosome 10:AP008216.2; chromosome 11:AP008217.2; chromosome 12:AP008218.2	NA	15	30294	28392	2005-02-02	2012-08-09	Chromosome	International Rice Genome Sequencing Project	NA
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	484.231	36.1	GCA_000510365.1	NA	AYZT01	35771	NA	NA	2013-12-17	2014-01-23	Scaffold	Beta vulgaris resource	SAMN02182561
Cannabis sativa	3483	PRJNA297710	297710	Plants	Land Plants	285.933	32.9	GCA_001509995.1	NA	LKUB01	175088	NA	NA	2016-01-11	2016-01-11	Scaffold	Courtage Life Sciences	SAMN04145446
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	539.552	36.4	GCA_000510465.1	NA	AYZU01	84234	NA	NA	2013-12-17	2014-01-23	Scaffold	Beta vulgaris resource	SAMN02182563
Triticum aestivum	4565	PRJEB11773	308818	Plants	Land Plants	13427.4	43.5	GCA_900067645.1	NA	FAOM01	735943	NA	NA	2016-01-14	2016-01-14	Scaffold	TGAC	SAMEA3663800
Arabidopsis thaliana	3702	PRJNA30811	30811	Plants	Land Plants	96.694	36.7	GCA_000222385.1	NA	AFNC01	2408	NA	NA	2011-07-18	2014-08-11	Scaffold	1001genomes	SAMN02981336
Oryza sativa Japonica Group	39947	PRJNA13139	13139	Plants	Land Plants	391.148	44.0846	GCA_000149285.1	chromosome 1:CM000138.1; chromosome 2:CM000139.1; chromosome 3:CM000140.1; chromosome 4:CM000141.1; chromosome 5:CM000142.1; chromosome 6:CM000143.1; chromosome 7:CM000144.1; chromosome 8:CM000145.1; chromosome 9:CM000146.1; chromosome 10:CM000147.1; chromosome 11:CM000148.1; chromosome 12:CM000149.1	AACV01	7777	37032	35394	2004-10-21	2014-08-06	Chromosome	Beijing Genomics Institute	SAMN02953597
Hordeum vulgare subsp. vulgare	112509	PRJEB3038	313283	Plants	Land Plants	1825.17	43	GCA_900002345.1	NA	CCJR01	2546226	NA	NA	2016-02-27	2016-02-27	Scaffold	IPK-Gatersleben	SAMEA2007418
Zea mays subsp. mays	381124	PRJNA396542	396542	Plants	Land Plants	2197.97	46.7406	GCA_002682915.2	chromosome 1:CM008382.1; chromosome 2:CM008383.1; chromosome 3:CM008384.1; chromosome 4:CM008385.1; chromosome 5:CM008386.1; chromosome 6:CM008387.1; chromosome 7:CM008388.1; chromosome 8:CM008389.1; chromosome 9:CM008390.1; chromosome 10:CM008391.1	NWUM01	3538	NA	NA	2017-10-23	2017-10-25	Chromosome	Ethy Cannon	SAMN07427883
Hordeum vulgare subsp. vulgare	112509	PRJDA62403	62403	Plants	Land Plants	28.016	44.7	GCA_000227425.1	NA	BACC01	8583	NA	NA	2011-06-22	2015-09-16	Contig	Institute of Plant Science and Resources, Okayama University	SAMD00036549
Oryza sativa Japonica Group	39947	PRJDA39809	39809	Plants	Land Plants	382.151	43.0871	GCA_000164945.1	chromosome 1:DG000025.1; chromosome 2:DG000026.1; chromosome 3:DG000027.1; chromosome 4:DG000028.1; chromosome 5:DG000029.1; chromosome 6:DG000030.1; chromosome 7:DG000031.1; chromosome 8:DG000032.1; chromosome 9:DG000033.1; chromosome 10:DG000034.1; chromosome 11:DG000035.1; chromosome 12:DG000036.1	BABO01	12	NA	NA	2010-04-01	2010-05-24	Chromosome	QTL Genomics Research Center, National Institute of Agrobiological Sciences	SAMD00009497
Arabidopsis thaliana	3702	PRJNA302255	302255	Plants	Land Plants	116.846	36.1	GCA_001742845.1	NA	LXSY01	5197	NA	NA	2016-09-23	2016-10-14	Scaffold	Bielefeld University, CeBiTec & Department of Biology	SAMN04270984
Zea mays subsp. mexicana	4579	PRJNA299874	299874	Plants	Land Plants	1204.28	44	GCA_002813485.1	NA	LMVA01	107418	NA	NA	2017-12-06	2017-12-06	Scaffold	Huazhong Agricultural University	SAMN04216961
Triticum aestivum	4565	PRJEA41525	41525	Plants	Land Plants	1.26608	44.8	GCA_000210335.1	chromosome 3B:FN645450.1	NA	1	45	21	2010-07-15	2015-02-27	Chromosome	International Wheat Genome Sequencing Consortium	SAMEA2272260
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	463.706	36.2	GCA_000510485.1	NA	AYZW01	48733	NA	NA	2013-12-17	2013-12-18	Scaffold	Beta vulgaris resource	SAMN02182569
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	479.876	36.5	GCA_000510875.1	NA	AYZX01	47405	NA	NA	2013-12-18	2014-01-23	Scaffold	Beta vulgaris resource	SAMN02182567
Triticum aestivum	4565	PRJNA261362	261362	Plants	Land Plants	65.1111	42.6	GCA_000818885.1	NA	JROL01	15144	NA	NA	2015-01-02	2015-01-02	Scaffold	International Wheat Genome Sequencing Consortium (IWGSC)	SAMN03072813
Zea mays subsp. mays	381124	PRJNA299869	299869	Plants	Land Plants	2041.55	45.6	GCA_002813505.1	NA	LMUZ01	48268	NA	NA	2017-12-06	2017-12-06	Scaffold	Huazhong Agricultural University	SAMN04216913
Arabidopsis thaliana	3702	PRJNA237120	237120	Plants	Land Plants	127.419	36.7	GCA_000835945.1	NA	JSAD01	378	NA	NA	2014-11-10	2014-11-10	Contig	Pacific Biosciences	SAMN02724977
Oryza sativa Japonica Group	39947	PRJDA67163	67163	Plants	Land Plants	382.627	43.3738	GCA_000321445.1	chromosome 1:DG000053.1; chromosome 2:DG000054.1; chromosome 3:DG000055.1; chromosome 4:DG000056.1; chromosome 5:DG000057.1; chromosome 6:DG000058.1; chromosome 7:DG000059.1; chromosome 8:DG000060.1; chromosome 9:DG000061.1; chromosome 10:DG000062.1; chromosome 11:DG000063.1; chromosome 12:DG000064.1	BACJ01	12	NA	NA	2011-12-27	2011-12-28	Chromosome	Iwate Biotechnology Research Center	SAMD00036555
Hordeum vulgare	4513	PRJEB5860	276649	Plants	Land Plants	98.056	59.6	GCA_000947855.1	NA	CEGH01	391258	NA	NA	2015-02-27	2015-02-27	Contig	DUNDEE	SAMEA3257439
Oryza sativa Indica Group	39946	PRJNA227300	227300	Plants	Land Plants	389.753	42.8827	GCA_000725085.2	chromosome 1:CM003871.1; chromosome 2:CM003872.1; chromosome 3:CM003873.1; chromosome 4:CM003874.1; chromosome 5:CM003875.1; chromosome 6:CM003876.1; chromosome 7:CM003877.1; chromosome 8:CM003878.1; chromosome 9:CM003879.1; chromosome 10:CM003880.1; chromosome 11:CM003881.1; chromosome 12:CM003882.1	AZTA02	15907	NA	NA	2014-07-11	2016-04-05	Chromosome	Centre for Cellular and Molecular Platforms	SAMN02401119
Arabidopsis thaliana	3702	PRJNA314706	314706	Plants	Land Plants	244.583	36.4	GCA_001753755.2	NA	MJMM01	411	NA	NA	2016-10-07	2016-11-15	Contig	Pacific Biosciences	SAMN04539663
Zea mays	4577	PRJNA10769	10769	Plants	Land Plants	1.33507	45.4	GCA_000275765.1	NA	AHID01	1844	NA	NA	2012-07-03	2014-08-11	Contig	maizesequence	SAMN02981394
Triticum aestivum	4565	PRJEB4376	254001	Plants	Land Plants	58.5022	46.7	GCA_001077335.1	NA	CBUC01	1450	396	250	2014-07-28	2015-01-30	Scaffold	INRA	SAMEA3146289
Beta vulgaris subsp. vulgaris	3555	PRJNA241492	241492	Plants	Land Plants	1.15347	44.7	GCA_000729925.1	NA	JMBQ01	1287	NA	NA	2014-07-16	2014-07-16	Contig	LBLGC, UNIVERSITE D'ORLEANS	SAMN02690742
